"樓層數(ex 1, 1-1)",重新編碼,Text,價格,尺寸,品質,服務態度,舒適度,公關,代言,外觀,品牌,Sentiment,Sentiment_label,Sentiment_score
B59,B281,之前買過一雙跟艾莉莎莎聯名的涼鞋其實滿好穿的，到現在都還沒壞，也算好走，後來又買過一雙別的涼鞋就超難走很硬，感覺品質參差不齊,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9048500657081604}","negative (stars 1, 2 and 3)",-0.9048500657081604
B60,B282,推薦大家可以去中山站瑪路達皮鞋，這間雖然看起來很老，但老闆人很好，會幫你處理摩腳問題，有一些只想穿這季的款式，這間是便宜救星,0,0,0,0,1,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.9871247410774231}",positive (stars 4 and 5),0.9871247410774231
B61,B283,他們家的鞋子真的不好穿⋯還很多人業配,0,0,0,0,1,0,1,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9646642208099365}","negative (stars 1, 2 and 3)",-0.9646642208099365
B63,B284,買過有些好穿 大部分難穿 腳臭（不夠透氣）,0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.80063396692276}","negative (stars 1, 2 and 3)",-0.80063396692276
B63,B284,但是舒華代言啊啊啊啊啊,0,0,0,0,0,0,1,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.962753415107727}",positive (stars 4 and 5),0.962753415107727
B63,B285,"我買過一雙跑業務穿，還不錯穿，鞋底有點撬開拿到門市大概7天內就處理好了。 前幾天經過想買雙瑪麗鞋，店員拿了兩雙新的都有瑕疵，才跑去搜淘寶，發現根本一樣，還好沒買！！！",0,0,1,1,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.7504764795303345}","negative (stars 1, 2 and 3)",-0.7504764795303345
B65,B286,他們家的襪靴很好穿 服役5年了 穿去日本一天走2萬步，還穿去清境爬過山 腳都不會痛 鞋子到現在還安好，也沒脫皮,0,0,1,0,1,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.9783449172973633}",positive (stars 4 and 5),0.9783449172973633
B65,B286,"但涼鞋品質很爛，穿沒幾次就開口笑 鞋底還超硬",0,0,1,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9709429144859314}","negative (stars 1, 2 and 3)",-0.9709429144859314
B66,B287,笑死 結果現在找葉舒華來代言又可以收割一堆粉絲財了 不曉得為什麼她找的代言都這麼爛,0,0,0,0,0,0,1,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.7934052348136902}","negative (stars 1, 2 and 3)",-0.7934052348136902
B67,B288,真的品質沒很好 價格非常不值⋯⋯,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9494969248771667}","negative (stars 1, 2 and 3)",-0.9494969248771667
B68,B289,"幸好看到這篇文😭幫我滅火 最近看到舒華代言被燒到，差點買下去😭",0,0,0,0,0,0,1,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.9623717665672302}",positive (stars 4 and 5),0.9623717665672302
B69,B290,"感謝揭發 難怪一直覺得價錢不算低 可是看起來有點廉",1,0,1,0,0,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.8532584309577942}",positive (stars 4 and 5),0.8532584309577942
B70,B291,"超難穿！ 不懂為什麼還是一堆人買",0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9570865631103516}","negative (stars 1, 2 and 3)",-0.9570865631103516
B70-1,B292, 0 因為超好穿,0,0,0,0,1,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.8852526545524597}",positive (stars 4 and 5),0.8852526545524597
B71,B293,我也買過這牌子，感覺真的比淘寶的差還貴,1,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8163711428642273}","negative (stars 1, 2 and 3)",-0.8163711428642273
B72,B294,我已經買了6雙都壞掉丟掉了（有根的最快壞），再也不會買這個品牌,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9836261868476868}","negative (stars 1, 2 and 3)",-0.9836261868476868
B73,B295,D+AF不意外,0,0,0,0,0,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.9012241363525391}",positive (stars 4 and 5),0.9012241363525391
B74,B296,"我很喜歡的網紅也一直跟他們合作讓我??? 但我還是很喜歡他 只是如果有發合作影片我基本不看",0,0,0,0,0,0,1,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.8772574663162231}",positive (stars 4 and 5),0.8772574663162231
B75,B297,貼牌鞋吧，現在一堆衣服商品都是中國工廠貼牌，再說自己是台灣品牌,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9740904569625854}","negative (stars 1, 2 and 3)",-0.9740904569625854
B76,B299,本來就是啊，這已經講很久了 你還買 真的是一堆像你這種人不知道買一雙D+AF才能繼續營業,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.7356653213500977}","negative (stars 1, 2 and 3)",-0.7356653213500977
B77,B300,要買就買淘寶🥺🥺我已經都沒在用台灣的網拍了（但有些固定牌子不會在淘寶買～,0,0,1,0,0,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.9033805131912231}",positive (stars 4 and 5),0.9033805131912231
B79,B302,我之前去D+AF試到很喜歡的鞋子$1280，轉頭就去淘寶買$650😂,1,0,0,0,0,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.8584994673728943}",positive (stars 4 and 5),0.8584994673728943
B80,B303,"之前想說進這間看看靴子 從二樓逛到一樓 每一個材質用看的就知道是淘寶來的 這間真的不行 又超貴 但超多女盤^^",0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8948174715042114}","negative (stars 1, 2 and 3)",-0.8948174715042114
B81,B304,"品質真的很差，走一走鞋底突然Say掰掰，比變心的前男友走的還快 不知道的還以為我在拍惡作劇影片......",0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9940059185028076}","negative (stars 1, 2 and 3)",-0.9940059185028076
B82,B305,好幾年前買過 非常難穿 後來都不買他們家的了,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9700098037719727}","negative (stars 1, 2 and 3)",-0.9700098037719727
B83,B306,"我是肉肉腳女生 我覺得anns鞋不錯穿（因為工作需要 一天要站8小時 本人不太會穿高跟鞋 覺得可以",0,0,0,0,1,0,0,0,ann,"{'label': 'positive (stars 4 and 5)', 'score': 0.955069899559021}",positive (stars 4 and 5),0.955069899559021
B84,B307,我原本以為是我拇指外翻很嚴重 所以某部分皮很容易破（剛穿一次就破的那種）,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.628204882144928}","negative (stars 1, 2 and 3)",-0.628204882144928
B84,B307,結果我買兩雙net的鞋子 超好穿==還沒破 超扯,0,0,1,0,1,0,0,0,net,"{'label': 'positive (stars 4 and 5)', 'score': 0.5127480030059814}",positive (stars 4 and 5),0.5127480030059814
B85,B308,"D+AF、robinmay、vacanza在我看來都是很會行銷的地攤貨，尤其RM那個logo醜到有剩 ",0,0,0,0,0,0,0,1,others,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8195961117744446}","negative (stars 1, 2 and 3)",-0.8195961117744446
B85,B308,"D+AF、robinmay、vacanza在我看來都是很會行銷的地攤貨，尤其RM那個logo醜到有剩 ",0,0,1,0,0,1,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8195961117744446}","negative (stars 1, 2 and 3)",-0.8195961117744446
B85,B308,"D+AF、robinmay、vacanza在我看來都是很會行銷的地攤貨，尤其RM那個logo醜到有剩 ",0,0,1,0,0,1,0,0,others,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8195961117744446}","negative (stars 1, 2 and 3)",-0.8195961117744446
B85-1,B309, 5 真的！！！終於看到有人說RM了，每次在西門看到大排長龍就不理解🤣,0,0,0,0,0,0,0,0,others,"{'label': 'positive (stars 4 and 5)', 'score': 0.8678377270698547}",positive (stars 4 and 5),0.8678377270698547
B85-2,B310, 5-1 看到Logo就眼睛痛,0,0,0,0,0,0,0,1,others,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8873921632766724}","negative (stars 1, 2 and 3)",-0.8873921632766724
B85-4,B312, 5 RM也有小logo啊 他家小logo好看,0,0,0,0,0,0,0,1,others,"{'label': 'positive (stars 4 and 5)', 'score': 0.9048126935958862}",positive (stars 4 and 5),0.9048126935958862
B85-5,B313, 5 他家明明也有字母粒的 為什麼硬抓著大logo不放啦😂,0,0,0,0,0,0,0,1,others,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.6054431200027466}","negative (stars 1, 2 and 3)",-0.6054431200027466
B85-6,B314, 5 vaca什麼的那個，我每次經過萬年一樓玻璃窗看到他髮圈、髮帶的價格，都覺得明明幾十元的東西怎麼好意思賣幾百元，到底誰在買，有夠浪費錢的啦！,0,0,1,0,0,0,0,0,others,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9396110773086548}","negative (stars 1, 2 and 3)",-0.9396110773086548
B86,B316,真的超爛 穿幾次靴子就掉皮了,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9843927621841431}","negative (stars 1, 2 and 3)",-0.9843927621841431
B87,B317,"我買很多都穿很久欸 雖然都是趁特價時候買 都撐蠻久的",0,0,1,0,0,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.9399949312210083}",positive (stars 4 and 5),0.9399949312210083
B88,B318,"雖然一直知道D+AF的評價很差 但43號的樂富鞋我只有在D+AF買得到QQ 去年11月買的現在側邊就有個洞了 想換又找不到其他家賣43號的😭",1,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9594838619232178}","negative (stars 1, 2 and 3)",-0.9594838619232178
B89,B321,這家的鞋就是要等那種兩雙1500上下才能買，平常一雙1000多根本不值那個錢,1,0,0,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8876556754112244}","negative (stars 1, 2 and 3)",-0.8876556754112244
B89-1,B322," 9 對🤣他們家的鞋我有四雙，兩雙二手買的，一雙特賣會買的，只有一雙原價買 雖然我穿他們家的沒什麼嚴重災情，只有一雙襪靴超難穿…走沒五分鐘腳底板就快爆了，買了兩年裡面的鞋墊皮快掉光🙄質感真的是不值那個錢 幸好是二手買的。",1,0,1,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9825325012207031}","negative (stars 1, 2 and 3)",-0.9825325012207031
B90,B323,超難穿⋯買了一雙穿了腳很痛，第二次想說再給他一次機會，結果買了腳還是痛，這輩子不會再買了,0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9932920932769775}","negative (stars 1, 2 and 3)",-0.9932920932769775
B92,B325,等看看這篇文章多久會被消失😿原潑保重,0,0,0,0,0,1,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.9665918350219727}",positive (stars 4 and 5),0.9665918350219727
B92-1,B326,先收藏起來看那時會消失😂,0,0,0,0,0,1,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.9877782464027405}",positive (stars 4 and 5),0.9877782464027405
B93,B327,他們的鞋子真的很難穿🥹我買過一次，之後就直接放入口袋黑名單惹,0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9336721301078796}","negative (stars 1, 2 and 3)",-0.9336721301078796
B94,B328,就是只重代言 不會品管的品牌,0,0,0,0,0,0,1,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.6254190802574158}","negative (stars 1, 2 and 3)",-0.6254190802574158
B95,B329,推grace好穿又好看，穿了一年半都沒有開口笑的問題,0,0,0,0,1,0,0,1,grace,"{'label': 'positive (stars 4 and 5)', 'score': 0.9769609570503235}",positive (stars 4 and 5),0.9769609570503235
B95-1,B330," 5 這間我N年前買過也覺得不好穿… 還是要再給一次機會看看",0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.5840737223625183}","negative (stars 1, 2 and 3)",-0.5840737223625183
B95-2,B331, 5-1 可能是現在品質好很多了？ 我三雙都是grace 有一雙我超常穿，從大一穿到大三了！ 還有兩雙試驗中，我都穿米奇系列真的好穿，連我媽都被種草，跟我阿姨，有時候兩雙湊1800真的他們兩個，給我囤鞋🤣,0,0,1,0,0,0,0,0,grace,"{'label': 'positive (stars 4 and 5)', 'score': 0.9469980597496033}",positive (stars 4 and 5),0.9469980597496033
B96,B332,他們家一直以來都是大陸鞋..以前奇摩商場就在賣了,0,0,1,0,0,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.6499145030975342}",positive (stars 4 and 5),0.6499145030975342
B97,B333,超難穿，第一次穿平底鞋去約會，走路走到起水泡，從此塵封,0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9829150438308716}","negative (stars 1, 2 and 3)",-0.9829150438308716
B98,B334,"不是有那種在分析為什麼一間品牌可以活這麼久的頻道嗎 一直在想為什麼D+AF為什麼還沒有人做",0,0,0,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.7184036374092102}","negative (stars 1, 2 and 3)",-0.7184036374092102
B99,B335,真的很難穿 ⋯^_^,0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8180407881736755}","negative (stars 1, 2 and 3)",-0.8180407881736755
B100,B336,"真的超難穿 每次穿都磨破腳根 屢試不爽",0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9815056920051575}","negative (stars 1, 2 and 3)",-0.9815056920051575
B101,B337,"後來我剛好逛到一間叫amai，發現他們皮鞋跟靴子真的都超級好穿，我可以穿一整天走路的那種！直接一次買兩雙，剛好隔條街遇到amai，又買了一雙很好看又根的瑪莉珍鞋😭🫶🏻 真的大推薦！！",0,0,0,0,1,0,0,1,amai,"{'label': 'positive (stars 4 and 5)', 'score': 0.9892767667770386}",positive (stars 4 and 5),0.9892767667770386
B101,B337,我曾經有兩次都想要買D+AF的 可是發現他們穿起來沒有很舒服 款式也都沒有我喜歡的型  然後第二次我也是先去逛D+AF，結果一樣沒有我想要的,0,0,0,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8957173824310303}","negative (stars 1, 2 and 3)",-0.8957173824310303
B102,B339,買過2次 真的品質不好 那之後再也不買,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.973800778388977}","negative (stars 1, 2 and 3)",-0.973800778388977
B103,B340,以前看艾莉推薦說出國都穿他們家豆豆鞋，說什麼狂走腳也不會痛，就買了兩雙跟媽媽一起穿，結果媽媽出國第一天而已腳底就起水泡⋯還掉底，直接衝百貨公司買新鞋，然後再也不買D+AF😊,0,0,1,0,1,0,1,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9847581386566162}","negative (stars 1, 2 and 3)",-0.9847581386566162
B105,B342,之前也買了一雙黑色涼鞋 根本沒穿幾次也直接在外面開口笑 超丟臉 重點一雙也要快一千，把錢都花在代言人上了,0,0,1,0,0,0,1,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.7250245213508606}","negative (stars 1, 2 and 3)",-0.7250245213508606
B106,B343,這個牌子本來就淘寶起家的阿 沒什麼了不起的但還是竄紅於台灣🤷🏻‍♀️每個月都有人上來低卡罵阿 但低卡也有D+AF置入行銷吧🤣,0,0,0,0,0,1,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.7711321115493774}",positive (stars 4 and 5),0.7711321115493774
B107,B344,買了他們家才剛穿第一次皮就掉了..問客服該怎麼處理竟然說看是要黏回去還是用補色筆塗一塗…第一次買也是最後一次：）,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9890266060829163}","negative (stars 1, 2 and 3)",-0.9890266060829163
B108,B345,其實一直有人發現然後發文提醒大家，過不久文章就不見了，大家知道這間為什麼沒有負評文章了吧,0,0,0,0,0,1,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.6373680830001831}","negative (stars 1, 2 and 3)",-0.6373680830001831
B110,B347,"很好穿 但真的爛😂 ",0,0,1,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.7947947382926941}","negative (stars 1, 2 and 3)",-0.7947947382926941
B111,B348,"真假 我覺得超好穿欸 我還把他們家鞋子穿出國自由行11天 腳完全沒事🤣",0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.7394487261772156}","negative (stars 1, 2 and 3)",-0.7394487261772156
B112,B349,"去年買了一雙及膝長靴1680 穿兩次拉鍊爆了 然後拿去修鞋的修 換拉鍊都是800-1200🥹 忍痛還是花了800修好",1,0,1,0,0,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.521986186504364}",positive (stars 4 and 5),0.521986186504364
B113,B350,"難怪找宋智雅當代理人 山寨淘寶貨",0,0,0,0,0,0,1,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8878669738769531}","negative (stars 1, 2 and 3)",-0.8878669738769531
B114,B352,"給過兩次機會 一樣難穿 直接扔了 再也不買了",0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.984149158000946}","negative (stars 1, 2 and 3)",-0.984149158000946
B115,B353,"我一走進去看到實體 立馬走出來🤣🤣🤣 長年都是買Jeffrey Campbell和Steve Madden的我真的完全對這家的設計沒有辦法🤔  最近新品牌Helen spark我就覺得不錯😌",0,0,0,0,0,1,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.7638557553291321}",positive (stars 4 and 5),0.7638557553291321
B116,B354,"我自己2021年1+1福袋時買過兩雙，穿到現在都好好的沒有壞，當過雨鞋也站過演唱會 算是幸運買到好品質的？",0,0,1,0,0,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.5979540944099426}",positive (stars 4 and 5),0.5979540944099426
B117,B355,第一次穿去參加婚禮 出宴會廳鞋底就走失了,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8862699270248413}","negative (stars 1, 2 and 3)",-0.8862699270248413
B117-2,B357, 17 我也是,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.5151063799858093}","negative (stars 1, 2 and 3)",-0.5151063799858093
B118-1,B360, 18 我以前在第一家打工過！我個人覺得好穿(⁎⁍̴̛ᴗ⁍̴̛⁎)而且大家服務都很好你可以參考一下,0,0,0,1,1,0,0,0,amai,"{'label': 'positive (stars 4 and 5)', 'score': 0.9085829854011536}",positive (stars 4 and 5),0.9085829854011536
B118-2,B361," 18-1 謝謝妳❤️因為我買過一雙amai的粗高跟靴(好像8cm) 不太好穿🥹 但我朋友說可能高跟靴本來都很難穿？想說是不是高跟例外 還是我那雙例外(?",0,0,0,0,1,0,0,0,amai,"{'label': 'positive (stars 4 and 5)', 'score': 0.6497644186019897}",positive (stars 4 and 5),0.6497644186019897
B118-5,B364," 18-4 真假！我去年在的時候還有台南店😿 那目前可能就剩北部跟台中的了 因為我以前請客人試穿的時候會請他們盡可能多走一下 確認會不會不合腳不舒服 如果寬度不合還可以幫忙免費楦鞋",0,0,0,1,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8034507036209106}","negative (stars 1, 2 and 3)",-0.8034507036209106
B118-6,B365,  ann的鞋，我今年過年才買一雙短靴， 目前的感想是，版型很符合腳型、不磨腳， 但是，這雙鞋有一隻的拉鍊不知道是不是沒做好? 沒有穿絲襪、褲襪的話，拉鍊處的地方會刮小腿(腳踝上方三指的位置)， 另一隻腳就不會。,0,0,0,0,1,0,0,0,ann,"{'label': 'positive (stars 4 and 5)', 'score': 0.8368068337440491}",positive (stars 4 and 5),0.8368068337440491
B118-7,B366, 18 買過Ann’s 兩雙跟鞋 感覺品質有好一點，但還是都會磨腳,0,0,1,0,1,0,0,0,ann,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.5721126794815063}","negative (stars 1, 2 and 3)",-0.5721126794815063
B118-8,B367, 18 買過Ann 皮很容易就破了,0,0,1,0,0,0,0,0,ann,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.825420081615448}","negative (stars 1, 2 and 3)",-0.825420081615448
B118-10,B369, 18 我覺得Ann’s 的不錯穿，而且也蠻耐穿的，價位的部分前陣子去看是有比先前高蠻多，但還算能接受,1,0,1,0,1,0,0,0,ann,"{'label': 'positive (stars 4 and 5)', 'score': 0.9884950518608093}",positive (stars 4 and 5),0.9884950518608093
B119,B370,我古早年代*六年前*買過一次他們的平底鞋，用料超級薄ㄉ......收到就退貨了,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9765064120292664}","negative (stars 1, 2 and 3)",-0.9765064120292664
B120,B371,他們鞋子有種廉價感,0,0,0,0,0,0,0,1,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8862641453742981}","negative (stars 1, 2 and 3)",-0.8862641453742981
B121,B372,"曾經買過一次腳超痛超難穿 儘管代言人都很心動但打死不回購！",0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9347783327102661}","negative (stars 1, 2 and 3)",-0.9347783327102661
B122,B373,這家不是評價一直都很差，還很會申訴😂,0,0,0,0,0,1,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9758802652359009}","negative (stars 1, 2 and 3)",-0.9758802652359009
B124,B375,"我買靴子後第一次穿完一整天 兩隻小腿的後側都因為拉鍊摩擦而破皮 持續擦藥好久才癒合 現在兩邊都有黑色素沈澱的疤痕QQ",0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9540225863456726}","negative (stars 1, 2 and 3)",-0.9540225863456726
B125,B376,我以前也有買過，還一次買四雙，相信它的品質，所以都沒打開看，等到過來半個多月才打開，試穿之後四雙只有一雙能穿，其他的穿起來超不舒服，後面3雙都丟了，很大的一個教訓，不要相信YouTuber說的鬼話😭,0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9846636056900024}","negative (stars 1, 2 and 3)",-0.9846636056900024
B126,B377,他們的鞋！真的！很！難！穿！！,0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9531164169311523}","negative (stars 1, 2 and 3)",-0.9531164169311523
B127,B378,"我上次穿著淘寶買的真皮靴子 陪朋友進去店裡看 我坐在男友區等 隔壁路人問我這穿起來好好看是這裡買的嗎 我超尷尬 不敢講我才不買又貴材質又糟的鞋子",1,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9823380708694458}","negative (stars 1, 2 and 3)",-0.9823380708694458
B128,B379,鞋子買了2雙 沒多久就壞了,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.949631929397583}","negative (stars 1, 2 and 3)",-0.949631929397583
B129,B380,我買雨靴還ok耶,0,0,1,0,0,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.7452740669250488}",positive (stars 4 and 5),0.7452740669250488
B130-2,B383, 30 大推Ann’s,0,0,0,0,0,0,0,0,ann,"{'label': 'positive (stars 4 and 5)', 'score': 0.6456701159477234}",positive (stars 4 and 5),0.6456701159477234
B130-3,B384, 30-2 Ann's+1,0,0,0,0,0,0,0,0,ann,"{'label': 'positive (stars 4 and 5)', 'score': 0.604152262210846}",positive (stars 4 and 5),0.604152262210846
B130-4,B385, 30 丹妮鞋屋 amai 還不錯,0,0,0,0,0,0,0,0,amai,"{'label': 'positive (stars 4 and 5)', 'score': 0.9656029343605042}",positive (stars 4 and 5),0.9656029343605042
B131,B386,不信邪陸陸續續買過四雙，結果最後都穿不到幾個月就壞了^_^有一雙靴子我很喜歡穿了一個月 結果根直接裂開⋯拿去給修鞋師傅 師傅直接打槍我說這個沒救⋯⋯⋯現在都去一般路邊的鞋店買 590$一雙小皮鞋 穿起來超韓又好走 穿了一年都不會壞！從此拒絕D+AF。 他們只是行銷做得很成功&把錢都拿去請網紅藝人來代言：）,1,0,1,0,0,1,1,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9591475129127502}","negative (stars 1, 2 and 3)",-0.9591475129127502
B132,B387,"他們家真的好黑好可怕 我上次留言說不好穿不要買 我穿了鞋子開口笑腳還磨破皮 被一堆網友說是我自己有問題 別人穿就好好的 我一臉黑人問號❓？？",0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9900493621826172}","negative (stars 1, 2 and 3)",-0.9900493621826172
B133,B388,之前在他們家買過靴子，底超硬超難穿，我從我家走到公車站而已腳就痛得要死，回家直接丟掉了，感覺是這輩子穿過最難穿的靴子：）,0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9838147759437561}","negative (stars 1, 2 and 3)",-0.9838147759437561
B134,B389,"之前也看中他們家的一雙鞋 還好身邊朋友幫我滅火不然也是幾千塊就浪費掉了！ 現在寧願買便宜的，反正壞了也不痛心⋯",1,0,0,0,0,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.912879228591919}",positive (stars 4 and 5),0.912879228591919
B135,B390,真心抵制！ 買五雙雷四雙的在這（舉手,0,0,0,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9741332530975342}","negative (stars 1, 2 and 3)",-0.9741332530975342
B136,B391,"蛤 真的這麼爛嗎⋯ 上次去逛的心得，有舒服的環境試穿，服務人員也很有耐心態度很好 最後有買一雙厚底涼鞋，滿舒服的，我幾乎天天穿，甚至穿去健行，兩年下來才看到腳墊有微微脫離。但這雙就1千多，這麼耐操滿值得的啊XD 我之前買的專櫃鞋甚至沒能撐這麼久",0,0,1,0,0,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.9375823140144348}",positive (stars 4 and 5),0.9375823140144348
B136-1,B392," 36 他們家的品質就是不穩定 有人買到爛的自然也有人買到好的 依板上災情來看遇到爛鞋的比例蠻高的 想想看1000多如果買到馬上就爛的鞋子是不是會很氣",1,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9409118294715881}","negative (stars 1, 2 and 3)",-0.9409118294715881
B136-2,B393, 36 我也是買了都能穿一兩年，所以也是很疑惑？？？,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.7810169458389282}","negative (stars 1, 2 and 3)",-0.7810169458389282
